0.0	-2.41931888036e-08
0.0007	-2.40373164023e-08
0.0014	-2.38822719189e-08
0.0021	-2.37280515294e-08
0.0028	-2.35746514264e-08
0.0035	-2.34220678193e-08
0.0042	-2.32702969337e-08
0.0049	-2.3119335012e-08
0.0056	-2.29691783129e-08
0.0063	-2.28198231114e-08
0.007	-2.26712656988e-08
0.0077	-2.25235023827e-08
0.0084	-2.23765294867e-08
0.0091	-2.23765294867e-08
0.0098	-2.22303433504e-08
0.0105	-2.20849403297e-08
0.0112	-2.1940316796e-08
0.0119	-2.17964691369e-08
0.0126	-2.16533937558e-08
0.0133	-2.15110870715e-08
0.014	-2.13695455187e-08
0.0147	-2.12287655477e-08
0.0154	-2.10887436243e-08
0.0161	-2.09494762297e-08
0.0168	-2.08109598606e-08
0.0175	-2.06731910288e-08
0.0182	-2.05361662617e-08
0.0189	-2.03998821017e-08
0.0196	-2.02643351063e-08
0.0203	-2.01295218481e-08
0.021	-1.99954389148e-08
0.0217	-1.9862082909e-08
0.0224	-1.97294504481e-08
0.0231	-1.95975381644e-08
0.0238	-1.94663427049e-08
0.0245	-1.93358607314e-08
0.0252	-1.92060889201e-08
0.0259	-1.9077023962e-08
0.0266	-1.89486625624e-08
0.0273	-1.88210014413e-08
0.028	-1.86940373329e-08
0.0287	-1.85677669857e-08
0.0294	-1.84421871625e-08
0.0301	-1.83172946404e-08
0.0308	-1.81930862104e-08
0.0315	-1.80695586778e-08
0.0322	-1.79467088619e-08
0.0329	-1.78245335957e-08
0.0336	-1.77030297265e-08
0.0343	-1.75821941151e-08
0.035	-1.74620236362e-08
0.0357	-1.73425151783e-08
0.0364	-1.72236656435e-08
0.0371	-1.71054719475e-08
0.0378	-1.69879310194e-08
0.0385	-1.68710398021e-08
0.0392	-1.67547952517e-08
0.0399	-1.66391943377e-08
0.0406	-1.65242340431e-08
0.0413	-1.64099113638e-08
0.042	-1.62962233093e-08
0.0427	-1.61831669019e-08
0.0434	-1.60707391773e-08
0.0441	-1.5958937184e-08
0.0448	-1.58477579837e-08
0.0455	-1.57371986508e-08
0.0462	-1.56272562726e-08
0.0469	-1.55179279495e-08
0.0476	-1.54092107942e-08
0.0483	-1.53011019325e-08
0.049	-1.51935985027e-08
0.0497	-1.50866976557e-08
0.0504	-1.49803965549e-08
0.0511	-1.48746923762e-08
0.0518	-1.4769582308e-08
0.0525	-1.46650635511e-08
0.0532	-1.45611333186e-08
0.0539	-1.44577888358e-08
0.0546	-1.43550273403e-08
0.0553	-1.42528460819e-08
0.056	-1.41512423225e-08
0.0567	-1.4050213336e-08
0.0574	-1.39497564085e-08
0.0581	-1.38498688378e-08
0.0588	-1.37505479338e-08
0.0595	-1.36517910183e-08
0.0602	-1.35535954248e-08
0.0609	-1.34559584986e-08
0.0616	-1.33588775967e-08
0.0623	-1.32623500879e-08
0.063	-1.31663733523e-08
0.0637	-1.3070944782e-08
0.0644	-1.29760617802e-08
0.0651	-1.28817217619e-08
0.0658	-1.27879221532e-08
0.0665	-1.26946603919e-08
0.0672	-1.26019339268e-08
0.0679	-1.25097402182e-08
0.0686	-1.24180767376e-08
0.0693	-1.22363304018e-08
0.07	-1.21462425452e-08
0.0707	-1.20566749136e-08
0.0714	-1.19676250339e-08
0.0721	-1.18790904439e-08
0.0728	-1.17910686922e-08
0.0735	-1.17035573383e-08
0.0742	-1.16165539526e-08
0.0749	-1.15300561162e-08
0.0756	-1.14440614209e-08
0.0763	-1.1358567469e-08
0.077	-1.12735718737e-08
0.0777	-1.11890722586e-08
0.0784	-1.11050662578e-08
0.0791	-1.10215515159e-08
0.0798	-1.09385256881e-08
0.0805	-1.08559864397e-08
0.0812	-1.07739314467e-08
0.0819	-1.0692358395e-08
0.0826	-1.06112649811e-08
0.0833	-1.05306489115e-08
0.084	-1.0450507903e-08
0.0847	-1.03708396823e-08
0.0854	-1.02916419866e-08
0.0861	-1.02129125628e-08
0.0868	-1.01346491677e-08
0.0875	-1.00568495685e-08
0.0882	-9.97951154195e-09
0.0889	-9.90263287474e-09
0.0896	-9.82621136342e-09
0.0903	-9.75024481434e-09
0.091	-9.67473104355e-09
0.0917	-9.59966787683e-09
0.0924	-9.52505314961e-09
0.0931	-9.45088470692e-09
0.0938	-9.37716040339e-09
0.0945	-9.30387810318e-09
0.0952	-9.23103567993e-09
0.0959	-9.15863101674e-09
0.0966	-9.08666200614e-09
0.0973	-9.01512655e-09
0.098	-8.94402255954e-09
0.0987	-8.87334795528e-09
0.0994	-8.80310066698e-09
0.1001	-8.73327863361e-09
0.1008	-8.66387980333e-09
0.1015	-8.59490213341e-09
0.1022	-8.52634359023e-09
0.1029	-8.45820214921e-09
0.1036	-8.39047579482e-09
0.1043	-8.32316252047e-09
0.105	-8.25626032853e-09
0.1057	-8.18976723025e-09
0.1064	-8.12368124578e-09
0.1071	-8.05800040406e-09
0.1078	-7.99272274282e-09
0.1085	-7.92784630857e-09
0.1092	-7.86336915648e-09
0.1099	-7.79928935044e-09
0.1106	-7.73560496295e-09
0.1113	-7.67231407513e-09
0.112	-7.60941477664e-09
0.1127	-7.54690516567e-09
0.1134	-7.48478334891e-09
0.1141	-7.4230474415e-09
0.1148	-7.361695567e-09
0.1155	-7.30072585732e-09
0.1162	-7.24013645276e-09
0.1169	-7.17992550189e-09
0.1176	-7.12009116157e-09
0.1183	-7.0606315969e-09
0.119	-7.00154498117e-09
0.1197	-6.94282949584e-09
0.1204	-6.8844833305e-09
0.1211	-6.82650468285e-09
0.1218	-6.76889175862e-09
0.1225	-6.7116427716e-09
0.1232	-6.65475594355e-09
0.1239	-6.59822950419e-09
0.1246	-6.54206169117e-09
0.1253	-6.48625075003e-09
0.126	-6.43079493416e-09
0.1267	-6.37569250476e-09
0.1274	-6.32094173085e-09
0.1281	-6.26654088917e-09
0.1288	-6.2124882642e-09
0.1295	-6.1587821481e-09
0.1302	-6.10542084069e-09
0.1309	-6.0524026494e-09
0.1316	-5.99972588925e-09
0.1323	-5.94738888284e-09
0.133	-5.89538996026e-09
