0.0	1.32268632547e-05
0.0007	1.32268281676e-05
0.0014	1.32267932478e-05
0.0021	1.32267584946e-05
0.0028	1.32267239072e-05
0.0035	1.32266894851e-05
0.0042	1.32266552275e-05
0.0049	1.32266211337e-05
0.0056	1.3226587203e-05
0.0063	1.32265534348e-05
0.007	1.32265198283e-05
0.0077	1.3226486383e-05
0.0084	1.32264530981e-05
0.0091	1.32264530981e-05
0.0098	1.3226419973e-05
0.0105	1.3226387007e-05
0.0112	1.32263541994e-05
0.0119	1.32263215495e-05
0.0126	1.32262890568e-05
0.0133	1.32262567206e-05
0.014	1.32262245401e-05
0.0147	1.32261925148e-05
0.0154	1.3226160644e-05
0.0161	1.32261289271e-05
0.0168	1.32260973634e-05
0.0175	1.32260659523e-05
0.0182	1.32260346931e-05
0.0189	1.32260035852e-05
0.0196	1.3225972628e-05
0.0203	1.32259418209e-05
0.021	1.32259111632e-05
0.0217	1.32258806543e-05
0.0224	1.32258502935e-05
0.0231	1.32258200803e-05
0.0238	1.32257900141e-05
0.0245	1.32257600942e-05
0.0252	1.322573032e-05
0.0259	1.3225700691e-05
0.0266	1.32256712064e-05
0.0273	1.32256418657e-05
0.028	1.32256126684e-05
0.0287	1.32255836137e-05
0.0294	1.32255547012e-05
0.0301	1.32255259302e-05
0.0308	1.32254973001e-05
0.0315	1.32254688103e-05
0.0322	1.32254404603e-05
0.0329	1.32254122495e-05
0.0336	1.32253841772e-05
0.0343	1.3225356243e-05
0.035	1.32253284462e-05
0.0357	1.32253007862e-05
0.0364	1.32252732626e-05
0.0371	1.32252458747e-05
0.0378	1.32252186219e-05
0.0385	1.32251915037e-05
0.0392	1.32251645195e-05
0.0399	1.32251376688e-05
0.0406	1.3225110951e-05
0.0413	1.32250843656e-05
0.042	1.3225057912e-05
0.0427	1.32250315896e-05
0.0434	1.32250053979e-05
0.0441	1.32249793364e-05
0.0448	1.32249534045e-05
0.0455	1.32249276017e-05
0.0462	1.32249019274e-05
0.0469	1.32248763812e-05
0.0476	1.32248509624e-05
0.0483	1.32248256705e-05
0.049	1.3224800505e-05
0.0497	1.32247754654e-05
0.0504	1.32247505512e-05
0.0511	1.32247257618e-05
0.0518	1.32247010967e-05
0.0525	1.32246765554e-05
0.0532	1.32246521373e-05
0.0539	1.3224627842e-05
0.0546	1.3224603669e-05
