4.42e-20	-1.89035822319e+23	-3.57627075951e+24	-1.32925146803e+54	-2.12369951191e+53	-1.32925146803e+54	2.12369951191e+53
4.51e-20	-1.86727789409e+23	-3.53223392901e+24	-1.33343579874e+54	-2.13061262752e+53	-1.33343579874e+54	2.13061262752e+53
4.6e-20	-1.78087354237e+23	-3.36843957716e+24	-1.20301723721e+54	-1.92242645002e+53	-1.20301723721e+54	1.92242645002e+53
4.69e-20	-1.7300372272e+23	-3.27195422565e+24	-1.14613692166e+54	-1.83171944456e+53	-1.14613692166e+54	1.83171944456e+53
4.78e-20	-1.68157600584e+23	-3.17998623769e+24	-1.09294912409e+54	-1.74689209229e+53	-1.09294912409e+54	1.74689209229e+53
4.87e-20	-1.63534202922e+23	-3.0922539636e+24	-1.04316043077e+54	-1.66747777784e+53	-1.04316043077e+54	1.66747777784e+53
4.96e-20	-1.59118568765e+23	-3.00847254892e+24	-9.96479870488e+53	-1.59301355008e+53	-9.96479870488e+53	1.59301355008e+53
5.05e-20	-1.5489868269e+23	-2.92841303102e+24	-9.52677875115e+53	-1.52313435283e+53	-9.52677875115e+53	1.52313435283e+53
5.14e-20	-1.50862289067e+23	-2.85184206732e+24	-9.11524418818e+53	-1.45747418052e+53	-9.11524418818e+53	1.45747418052e+53
5.23e-20	-1.46998479023e+23	-2.7785519583e+24	-8.72818493136e+53	-1.39571320548e+53	-8.72818493136e+53	1.39571320548e+53
5.32e-20	-1.43292643143e+23	-2.70826512136e+24	-8.36298155146e+53	-1.33743401282e+53	-8.36298155146e+53	1.33743401282e+53
###5.41e-20	-4.52563681884e+25	-8.55281874919e+26	-2.72386530207e+61	-4.35647407871e+60	-2.72386530207e+61	4.35647407871e+60
###5.5e-20	-4.25056103893e+29	-8.03227868614e+30	-2.33187005846e+73	-3.72985088853e+72	-2.33187005846e+73	3.72985088853e+72
5.59e-20	-1.33077527571e+23	-2.51455308347e+24	-7.39040945522e+53	-1.18220447827e+53	-7.39040945522e+53	1.18220447827e+53
5.68e-20	-1.29936498702e+23	-2.45499965063e+24	-7.10089071117e+53	-1.13598678215e+53	-7.10089071117e+53	1.13598678215e+53
5.77e-20	-1.26918838718e+23	-2.39779002506e+24	-6.82725823601e+53	-1.0923014898e+53	-6.82725823601e+53	1.0923014898e+53
5.86e-20	-1.24016270489e+23	-2.34276692825e+24	-6.56815139872e+53	-1.05093175516e+53	-6.56815139872e+53	1.05093175516e+53
5.95e-20	-1.2122283063e+23	-2.2898168751e+24	-6.32260830144e+53	-1.01172443388e+53	-6.32260830144e+53	1.01172443388e+53
6.04e-20	-1.18531400652e+23	-2.23880467847e+24	-6.08950535346e+53	-9.74500408562e+52	-6.08950535346e+53	9.74500408562e+52
6.13e-20	-1.15940987492e+23	-2.18971081356e+24	-5.8686769006e+53	-9.39233834029e+52	-5.8686769006e+53	9.39233834029e+52
6.22e-20	-1.13442332855e+23	-2.1423597452e+24	-5.65869619045e+53	-9.05696969845e+52	-5.65869619045e+53	9.05696969845e+52
6.31e-20	-1.11024244231e+23	-2.09653952501e+24	-5.45790218964e+53	-8.73624471091e+52	-5.45790218964e+53	8.73624471091e+52
6.4e-20	-1.08706490209e+23	-2.05262285183e+24	-5.2692009123e+53	-8.43482001502e+52	-5.2692009123e+53	8.43482001502e+52
6.49e-20	-1.0646089669e+23	-2.01007717053e+24	-5.08843687355e+53	-8.14604858912e+52	-5.08843687355e+53	8.14604858912e+52
6.58e-20	-1.0429162166e+23	-1.96898045603e+24	-4.9162310759e+53	-7.87092876293e+52	-4.9162310759e+53	7.87092876293e+52
6.67e-20	-1.0219509984e+23	-1.92926492552e+24	-4.7520723708e+53	-7.60864610358e+52	-4.7520723708e+53	7.60864610358e+52
6.76e-20	-1.0016806384e+23	-1.89086844366e+24	-4.59549820156e+53	-7.35846367542e+52	-4.59549820156e+53	7.35846367542e+52
6.85e-20	-9.81925489568e+22	-1.85345148704e+24	-4.4440565897e+53	-7.11645847069e+52	-4.4440565897e+53	7.11645847069e+52
6.94e-20	-9.63095806989e+22	-1.81778802995e+24	-4.30331299831e+53	-6.89154590644e+52	-4.30331299831e+53	6.89154590644e+52
7.03e-20	-9.44723471972e+22	-1.78299410095e+24	-4.16691038637e+53	-6.67354904859e+52	-4.16691038637e+53	6.67354904859e+52
7.12e-20	-9.26929875151e+22	-1.74929847104e+24	-4.03650086688e+53	-6.4651162115e+52	-4.03650086688e+53	6.4651162115e+52
7.21e-20	-9.09686686426e+22	-1.71664734021e+24	-3.91170977467e+53	-6.26564985774e+52	-3.91170977467e+53	6.26564985774e+52
7.3e-20	-8.92973146723e+22	-1.68500122058e+24	-3.79226567023e+53	-6.07471756838e+52	-3.79226567023e+53	6.07471756838e+52
7.39e-20	-8.76765140165e+22	-1.65431428732e+24	-3.67785711695e+53	-5.89182275415e+52	-3.67785711695e+53	5.89182275415e+52
7.48e-20	-8.61044529554e+22	-1.6245520597e+24	-3.56825231004e+53	-5.71659605406e+52	-3.56825231004e+53	5.71659605406e+52
7.57e-20	-8.45786091072e+22	-1.59566665146e+24	-3.4631338454e+53	-5.54853100264e+52	-3.4631338454e+53	5.54853100264e+52
7.66e-20	-8.30974552456e+22	-1.56762901781e+24	-3.36231184016e+53	-5.38732510549e+52	-3.36231184016e+53	5.38732510549e+52
7.75e-20	-8.16590861075e+22	-1.54040296772e+24	-3.26555179247e+53	-5.232604354e+52	-3.26555179247e+53	5.232604354e+52
7.84e-20	-8.02617958701e+22	-1.51395607492e+24	-3.17264623571e+53	-5.08403796831e+52	-3.17264623571e+53	5.08403796831e+52
7.93e-20	-7.89039655236e+22	-1.48825761424e+24	-3.08340083494e+53	-4.94131592158e+52	-3.08340083494e+53	4.94131592158e+52
8.02e-20	-7.75839829247e+22	-1.46327696971e+24	-2.99762428182e+53	-4.80413304131e+52	-2.99762428182e+53	4.80413304131e+52
8.11e-20	-7.62934891027e+22	-1.43885627147e+24	-2.91435453275e+53	-4.67094884198e+52	-2.91435453275e+53	4.67094884198e+52
###8.2e-20	-7.14077950086e+27	-1.34663940563e+29	-2.44247015451e+68	-3.91486329968e+67	-2.44247015451e+68	3.91486329968e+67
8.29e-20	-7.29339866914e+22	-1.37534510281e+24	-2.65944941672e+53	-4.26288284632e+52	-2.65944941672e+53	4.26288284632e+52
8.38e-20	-7.27850171078e+22	-1.37246105874e+24	-2.70044501043e+53	-4.32883516853e+52	-2.70044501043e+53	4.32883516853e+52
8.47e-20	-7.15053790674e+22	-1.34825900186e+24	-2.61537288319e+53	-4.1926934466e+52	-2.61537288319e+53	4.1926934466e+52
8.56e-20	-7.03830832075e+22	-1.32702694487e+24	-2.54702477109e+53	-4.08334593599e+52	-2.54702477109e+53	4.08334593599e+52
8.65e-20	-6.92912635921e+22	-1.30637250327e+24	-2.48130032872e+53	-3.97819062492e+52	-2.48130032872e+53	3.97819062492e+52
8.74e-20	-6.82273795356e+22	-1.28624761352e+24	-2.41792180314e+53	-3.87678315753e+52	-2.41792180314e+53	3.87678315753e+52
8.83e-20	-6.7190458751e+22	-1.2666338381e+24	-2.35678477441e+53	-3.7789568494e+52	-2.35678477441e+53	3.7789568494e+52
8.92e-20	-6.61795725621e+22	-1.24751353978e+24	-2.29779030956e+53	-3.68455385003e+52	-2.29779030956e+53	3.68455385003e+52
9.01e-20	-6.519381789e+22	-1.22886956352e+24	-2.24084311996e+53	-3.59342212244e+52	-2.24084311996e+53	3.59342212244e+52
9.1e-20	-6.42322521429e+22	-1.21068404133e+24	-2.18584506703e+53	-3.50540493512e+52	-2.18584506703e+53	3.50540493512e+52
9.19e-20	-6.32876353623e+22	-1.19282039734e+24	-2.13206266766e+53	-3.41932663726e+52	-2.13206266766e+53	3.41932663726e+52
9.28e-20	-6.23788346512e+22	-1.17563413427e+24	-2.08140179122e+53	-3.33824438757e+52	-2.08140179122e+53	3.33824438757e+52
9.37e-20	-6.1485292134e+22	-1.15873767359e+24	-2.03178436887e+53	-3.2588260637e+52	-2.03178436887e+53	3.2588260637e+52
9.46e-20	-6.06129121541e+22	-1.14224220602e+24	-1.98380773507e+53	-3.18203018169e+52	-1.98380773507e+53	3.18203018169e+52
9.55e-20	-5.97612915908e+22	-1.12614006203e+24	-1.93743131058e+53	-3.10779212308e+52	-1.93743131058e+53	3.10779212308e+52
9.64e-20	-5.89288634473e+22	-1.11040160345e+24	-1.89250181896e+53	-3.03586657803e+52	-1.89250181896e+53	3.03586657803e+52
9.73e-20	-5.8115895662e+22	-1.09503180403e+24	-1.84904521838e+53	-2.96629562772e+52	-1.84904521838e+53	2.96629562772e+52
9.82e-20	-5.7321494849e+22	-1.08001374076e+24	-1.80697493995e+53	-2.89894087012e+52	-1.80697493995e+53	2.89894087012e+52
9.91e-20	-5.65449535115e+22	-1.06533401808e+24	-1.76622353438e+53	-2.83369448714e+52	-1.76622353438e+53	2.83369448714e+52
1e-19	-5.57859432443e+22	-1.05098637169e+24	-1.72675965029e+53	-2.77050659011e+52	-1.72675965029e+53	2.77050659011e+52
