1.e-5	-9.21619971e-18
0.0000215443469003188372175929356652	-8.93745153e-18
0.0000464158883361277889241007635092	-8.66721006e-18
0.0001	-8.40515611e-18
0.000215443469003188372175929356652	-8.15102991e-18
0.000464158883361277889241007635092	-7.90459154e-18
0.001	-7.66560449e-18
0.00215443469003188372175929356652	-7.43390151e-18
0.00464158883361277889241007635092	-7.20919432e-18
0.01	-6.99122067e-18
0.0215443469003188372175929356652	-6.77978096e-18
0.0464158883361277889241007635092	-6.57474287e-18
0.1	-6.37613729e-18
