9.999999999999999547e-07 1.032850597009999949e-09 2.743789379999999984e+21 -7.391759829999999386e+19 4.742224299999999726e-01
3.162277660168379191e-06 9.863643073249999137e-10 4.768168409999999795e+19 -6.741346510000000000e+16 4.742214599999999836e-01
1.000000000000000082e-05 9.419705966720000953e-10 8.286136180000000000e+17 -6.148107980000000000e+13 4.742158300000000049e-01
3.162277660168379530e-05 8.995752881310000031e-10 1.439969430000000000e+16 -5.607218860000000000e+10 4.742220300000000166e-01
1.000000000000000048e-04 8.590877267189999890e-10 2.502384130000000000e+14 -5.113684628989464790e+07 4.742072199999999849e-01
3.162277660168379394e-04 8.204224069809999674e-10 4.348652320000000000e+12 -4.663883075521000137e+04 4.742221999999999826e-01
1.000000000000000021e-03 7.834973239289999492e-10 7.557104020000000000e+10 -4.253504989000000336e+01 4.742214100000000099e-01
3.162277660168379394e-03 7.482342529109999707e-10 1.313276050000000000e+09 -3.879255999999999677e-02 4.742228399999999788e-01
1.000000000000000021e-02 7.145595634999999700e-10 2.282223620874695852e+07 -3.537936039999999910e-05 4.742227199999999865e-01
3.162277660168379134e-02 6.823997333919999727e-10 3.966060242945799837e+05 -3.226657989999999713e-08 4.742250499999999813e-01
1.000000000000000056e-01 6.516861716540000054e-10 6.892229302620000453e+03 -2.942731910000000217e-11 4.742233499999999879e-01
3.162277660168379412e-01 6.223558254809999658e-10 1.197734508700000049e+02 -2.683805799999999849e-14 4.742232200000000009e-01
