1e-06	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[ 28278.71607609]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[-54012.38500961]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[  1.50645289e-09]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]
3.16227766017e-06	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[ 3894.53114188]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[-9849.62555008]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[  1.43775652e-09]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]
1e-05	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[ 840.95927431]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[-1637.82270153]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[  1.37378382e-09]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]
3.16227766017e-05	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[ 115.1964664]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[-298.3747834]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[  1.31107119e-09]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]
0.0001	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[ 24.9744007]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[-49.67330003]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[  1.25279892e-09]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]
0.000316227766017	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[ 3.39596764]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[-9.04223016]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[  1.19568393e-09]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]
0.001	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[ 0.74105561]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[-1.50661342]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[  1.14251688e-09]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]
0.00316227766017	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[ 0.10037503]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[-0.27387282]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[  1.09042354e-09]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]
0.01	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[ 0.02201646]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[-0.04567455]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[  1.04194222e-09]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]
0.0316227766017	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[ 0.0029652]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[-0.00829453]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]	[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[  9.94432715e-10]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]
