0.0 , -1.62221421131e-06
0.0007 , -1.62219194578e-06
0.0014 , -1.62216968055e-06
0.0021 , -1.62214741563e-06
0.0028 , -1.62212515101e-06
0.0035 , -1.6221028867e-06
0.0042 , -1.6220806227e-06
0.0049 , -1.622058359e-06
0.0056 , -1.6220360956e-06
0.0063 , -1.62201383252e-06
0.007 , -1.62199156973e-06
0.0077 , -1.62196930726e-06
0.0084 , -1.62194704509e-06
0.0091 , -1.62192478322e-06
0.0098 , -1.62190252166e-06
0.0105 , -1.62188026041e-06
0.0112 , -1.62185799946e-06
0.0119 , -1.62183573882e-06
0.0126 , -1.62181347848e-06
0.0133 , -1.62179121845e-06
0.014 , -1.62176895872e-06
0.0147 , -1.6217466993e-06
0.0154 , -1.62172444018e-06
0.0161 , -1.62170218137e-06
0.0168 , -1.62167992287e-06
0.0175 , -1.62165766467e-06
0.0182 , -1.62163540677e-06
0.0189 , -1.62161314919e-06
0.0196 , -1.6215908919e-06
0.0203 , -1.62156863493e-06
0.021 , -1.62154637825e-06
0.0217 , -1.62152412189e-06
0.0224 , -1.62150186583e-06
0.0231 , -1.62147961007e-06
0.0238 , -1.62145735462e-06
0.0245 , -1.62143509948e-06
0.0252 , -1.62141284464e-06
0.0259 , -1.62139059011e-06
0.0266 , -1.62136833588e-06
0.0273 , -1.62134608196e-06
0.028 , -1.62132382834e-06
0.0287 , -1.62130157503e-06
0.0294 , -1.62127932202e-06
0.0301 , -1.62125706932e-06
0.0308 , -1.62123481692e-06
0.0315 , -1.62121256484e-06
0.0322 , -1.62119031305e-06
0.0329 , -1.62116806157e-06
0.0336 , -1.6211458104e-06
0.0343 , -1.62112355953e-06
0.035 , -1.62110130897e-06
0.0357 , -1.62107905871e-06
0.0364 , -1.62105680876e-06
0.0371 , -1.62103455911e-06
0.0378 , -1.62101230977e-06
0.0385 , -1.62099006073e-06
0.0392 , -1.620967812e-06
0.0399 , -1.62094556358e-06
0.0406 , -1.62092331546e-06
0.0413 , -1.62090106764e-06
0.042 , -1.62087882013e-06
0.0427 , -1.62085657293e-06
0.0434 , -1.62083432603e-06
0.0441 , -1.62081207944e-06
0.0448 , -1.62078983315e-06
0.0455 , -1.62076758717e-06
0.0462 , -1.62074534149e-06
0.0469 , -1.62072309612e-06
0.0476 , -1.62070085106e-06
0.0483 , -1.62067860629e-06
0.049 , -1.62065636184e-06
0.0497 , -1.62063411769e-06
0.0504 , -1.62061187384e-06
0.0511 , -1.6205896303e-06
0.0518 , -1.62056738707e-06
0.0525 , -1.62054514414e-06
0.0532 , -1.62052290152e-06
0.0539 , -1.6205006592e-06
0.0546 , -1.62047841718e-06
0.0553 , -1.62045617548e-06
0.056 , -1.62043393407e-06
0.0567 , -1.62041169298e-06
0.0574 , -1.62038945218e-06
0.0581 , -1.6203672117e-06
0.0588 , -1.62034497152e-06
0.0595 , -1.62032273164e-06
0.0602 , -1.62030049207e-06
0.0609 , -1.6202782528e-06
0.0616 , -1.62025601384e-06
0.0623 , -1.62023377519e-06
0.063 , -1.62021153684e-06
0.0637 , -1.62018929879e-06
0.0644 , -1.62016706105e-06
0.0651 , -1.62014482362e-06
0.0658 , -1.62012258649e-06
0.0665 , -1.62010034966e-06
0.0672 , -1.62007811314e-06
0.0679 , -1.62005587693e-06
0.0686 , -1.62003364102e-06
0.0693 , -1.62001140542e-06
0.07 , -1.61998917012e-06
0.0707 , -1.61996693513e-06
0.0714 , -1.61994470044e-06
0.0721 , -1.61992246606e-06
