-13.6232559178	3.53553390593e-37	0.0
-13.6229825537	3.42663253066e-37	-9.22853083279e-38
-13.6227091896	3.08110864687e-37	-1.78733071762e-37
-13.6224358255	2.52222322371e-37	-2.53402324459e-37
-13.6221624615	1.78777343001e-37	-3.11168141199e-37
-13.6218890974	9.27437637659e-38	-3.48065997325e-37
-13.6216157333	-6.60996149532e-41	-3.61554181143e-37
-13.6213423692	-9.33929769455e-38	-3.50677577884e-37
-13.6210690052	-1.8095456201e-37	-3.16123073666e-37
-13.6207956411	-2.56867023717e-37	-2.60164271764e-37
-13.620522277	-3.16035950559e-37	-1.86500660271e-37
-13.6202489129	-3.54491077732e-37	-1.00003322267e-37
-13.6199755489	-3.69643309412e-37	-6.38528604253e-39
-13.6197021848	-3.6044805046e-37	8.81807019915e-38
-13.6194288207	-3.27465306553e-37	1.77471113021e-37
-13.6191554566	-2.72813952421e-37	2.55620089284e-37
-13.6188820926	-2.00024537504e-37	3.17500710313e-37
-13.6186087285	-1.13801540765e-37	3.59054585927e-37
-13.6183353644	-1.9711685992e-38	3.77549055678e-37
-13.6180620003	7.61805636428e-38	3.71746305698e-37
-13.6177886363	1.67706160393e-37	3.41974655132e-37
-13.6175152722	2.48987668449e-37	2.90098711196e-37
-13.6172419081	3.14813127789e-37	2.19391618857e-37
-13.616968544	3.60964058929e-37	1.34318819174e-37
-13.61669518	3.84477388128e-37	4.02481937322e-38
-13.6164218159	3.83825592131e-37	-5.68941177516e-38
-13.6161484518	3.59004779695e-37	-1.50999836927e-37
-13.6158750878	3.11526381436e-37	-2.36162581957e-37
-13.6156017237	2.44314223564e-37	-3.07045703043e-37
-13.6153283596	1.6151462988e-37	-3.59211216032e-37
-13.6150549955	6.82324703687e-38	-3.89389927401e-37
-13.6147816315	-2.97895590023e-38	-3.95676815589e-37
-13.6145082674	-1.26527929999e-37	-3.77640607641e-37
-13.6142349033	-2.16049168847e-37	-3.36341944854e-37
-13.6139615392	-2.92871779499e-37	-2.74260218008e-37
-13.6136881752	-3.52297275452e-37	-1.95134718833e-37
-13.6134148111	-3.90690634731e-37	-1.03730863703e-37
-13.613141447	-4.05693881902e-37	-5.54659926955e-39
-13.6128680829	-3.96360804457e-37	9.35225470593e-38
-13.6125947189	-3.63205747616e-37	1.87539133917e-37
-13.6123213548	-3.08164690318e-37	2.70878657678e-37
-13.6120479907	-2.3447206388e-37	3.38562465217e-37
-13.6117746266	-1.46461720605e-37	3.86549259867e-37
-13.6115012626	-4.93048066011e-38	4.11968507946e-37
-13.6112278985	5.12992010694e-38	4.13282756845e-37
-13.6109545344	1.49459554308e-37	3.90370267341e-37
-13.6106811703	2.39439321835e-37	3.44524168486e-37
-13.6104078063	3.15988303467e-37	2.78369272369e-37
-13.6101344422	3.74644613942e-37	1.95702448375e-37
-13.6098610781	4.11987912218e-37	1.01266780206e-37
-13.609587714	4.25830323784e-37	4.73374453993e-40
-13.60931435	4.15334914508e-37	-1.00912536405e-37
-13.6090409859	3.81055888689e-37	-1.97102789406e-37
-13.6087676218	3.2489924262e-37	-2.8261569954e-37
-13.6084942577	2.50007142807e-37	-3.52585016489e-37
-13.6082208937	1.60573558171e-37	-4.03031233892e-37
-13.6079475296	6.16024240646e-38	-4.31080464662e-37
-13.6076741655	-4.13773458885e-38	-4.35119287182e-37
