#k	Nics		h_k(Nshss).real		h_k(Nshss).imag			TPS			calG.real		calG.imag		calG_cc.real		calG_cc.imag		G.real
1e-29 	-16.93832477	-5.44252500423e+37	-1.05050736623e+39	  	4.48458839639e-10  	-1.72509529e+78 	-2.70058712e+77  	-1.72509529e+78 	+2.70058712e+77 	-8.86432159e+176
1e-28 	-16.66422832	-1.73942360928e+36	-3.32265654118e+37		4.48662458419e-10  	-5.45755350e+75 	-8.63431007e+74  	-5.45755350e+75 	+8.63431007e+74 	-9.40471436e+171
1e-27 	-16.38554745	-5.5542992755e+34	-1.05097679763e+36	    	4.48908470159e-10  	-1.72684012e+73 	-2.75841313e+72  	-1.72684012e+73 	+2.75841313e+72 	 7.48619255e+164
1e-26 	-16.10204412	-1.77177599456e+33	-3.32376722579e+34	  	4.49007681474e-10  	-5.46135939e+70 	-8.80048809e+69  	-5.46135939e+70 	+8.80048809e+69 	 1.15124802e+159
1e-25 	-15.81345896	-5.64758885903e+31	-1.05121319059e+33	  	4.4915222658e-10   	-1.72751780e+68 	-2.80591773e+67  	-1.72751780e+68 	+2.80591773e+67 	 8.63676440e+151
1e-24 	-15.5195085	-1.79881545778e+30	-3.32463397924e+31	  	4.49280356777e-10  	-5.46421301e+65 	-8.93919870e+64  	-5.46421301e+65 	+8.93919870e+64 	-3.67925809e+144
1e-23 	-15.21988185	-5.72536053796e+28	-1.05145394453e+30	  	4.49393239179e-10  	-1.72829339e+63 	-2.84578578e+62  	-1.72829339e+63 	+2.84578578e+62 	 7.74537516e+137
1e-22 	-14.91423693	-1.82109981074e+27	-3.32529767968e+28	  	4.49491925024e-10  	-5.46629829e+60 	-9.05333743e+59  	-5.46629829e+60 	+9.05333743e+59 	 3.32070519e+130
1e-21 	-14.60219583	-5.78896399972e+25	-1.05163716791e+27	  	4.49579090822e-10  	-1.72885585e+58 	-2.87834013e+57  	-1.72885585e+58 	+2.87834013e+57 	 1.80951160e+123
1e-20 	-14.28333933	-9.25756757795e+24	-1.6740564147e+26	    	1.1392696287e-08   	-6.97323373e+57 	-1.16638547e+57  	-6.97323373e+57 	+1.16638547e+57 	-7.27203426e+120
1e-19 	-13.95720037	-5.84007824858e+22	-1.05177226972e+24	  	4.49718352897e-10  	-1.72924497e+53 	-2.90444953e+52  	-1.72924497e+53 	+2.90444953e+52 	 1.83434019e+109
1e-18 	-13.62325592	-1.85355834599e+21	-3.32616475397e+22	  	4.49774005319e-10  	-5.46881591e+50 	-9.21917967e+49  	-5.46881591e+50 	+9.21917967e+49 	-2.17631447e+102
1e-17	-13.28091719	-5.88033489103e+19	-1.05187057528e+21	  	4.49821288021e-10  	-1.72950956e+48 	-2.92497604e+47  	-1.72950956e+48 	+2.92497604e+47 	-1.72610280e+95
1e-16	-12.92951743	-1.86475648703e+18	-3.32642666807e+19	  	4.49861497767e-10  	-5.46949268e+45 	-9.27622245e+44  	-5.46949268e+45 	+9.27622245e+44  	9.58202004e+88
1e-15 	-12.56829665	-5.91127550879e+16	-1.05193936885e+18	  	4.49894730703e-10  	-1.72967834e+43 	-2.94071908e+42  	-1.72967834e+43 	+2.94071908e+42  	3.68496745e+81
1e-14 	-12.19638226	-1.87324317172e+15	-3.32660649054e+16	  	4.49922841547e-10  	-5.46991045e+40 	-9.31935885e+39  	-5.46991045e+40 	+9.31935885e+39  	2.97603302e+74
1e-13 	-11.81276428	-5.9344159748e+13	-1.0519951599e+15	    	4.49953412771e-10  	-1.72982554e+38 	-2.95252000e+37  	-1.72982554e+38 	+2.95252000e+37 	 1.18002423e+68
1e-12 	-11.41626294	-1.87946612906e+12	-3.32672388119e+13	  	4.49963960451e-10  	-5.47014363e+35 	-9.35091276e+34  	-5.47014363e+35 	+9.35091276e+34 	-7.04604670e+59
1e-11 	-11.00548587	-59509666293.1		-1.05201557949e+12	  	4.49978797428e-10  	-1.72983378e+33 	-2.96085187e+32  	-1.72983378e+33 	+2.96085187e+32 	-2.81496907e+53
1e-10 	-10.57877019	-1883844015.05		-33267977872.2			4.49990566941e-10  	-5.47026389e+30 	-9.37306440e+29  	-5.47026389e+30 	+9.37306440e+29 	-4.99257933e+46
1e-09 	-10.13410275	-59623549.762		-1052033590.77			4.49999654971e-10  	-1.72985897e+28 	-2.96660759e+27  	-1.72985897e+28 	+2.96660759e+27 	-1.05939471e+39
1e-08 	-9.66900709	-1886761.26837		-33268422.5574			4.50007016458e-10  	-5.47031998e+25 	-9.38779930e+24  	-5.47031998e+25 	+9.38779930e+24 	-4.55760005e+32
1e-07 	-9.18037895	-59696.9369099		-1052044.7293			4.50012702276e-10  	-1.72987282e+23 	-2.97031414e+22  	-1.72987282e+23 	+2.97031414e+22  	4.63972507e+25
1e-06 	-8.66423784	-1888.5639868		-33268.6383642			4.50015594309e-10  	-5.47032524e+20 	-9.39687170e+19  	-5.47032524e+20 	+9.39687170e+19  	1.07647290e+19
