(6304561.71029-0j)	6304561.71029
(140020.589454-0j)	140020.589454
(57406.3633282-0j)	57406.3633282
(970.37883045-0j)	970.37883045
(-1407.24068158+0j)	-1407.24068158
(138.452184018-0j)	138.452184018
(-16.8350082992+0j)	-16.8350082992
(-0.400863135494+0j)	-0.400863135494
(0.000626287198329-0j)	0.000626287198329
(0.000945463160742-0j)	0.000945463160742
(-0.000421978442608+0j)	-0.000421978442608
(-2.56765192065e-05+0j)	-2.56765192065e-05
(2.57379565752e-07-0j)	2.57379565752e-07
(-1.17072918676e-07+0j)	-1.17072918676e-07
(-6.97505296141e-08+0j)	-6.97505296141e-08
(-2.66493097202e-09+0j)	-2.66493097202e-09
(1.04102032138e-09-0j)	1.04102032138e-09
(-1.38024409716e-11+0j)	-1.38024409716e-11
(5.6565120806e-12-0j)	5.6565120806e-12
(-6.70880908715e-13+0j)	-6.70880908715e-13
(-1.49340040881e-15+0j)	-1.49340040881e-15
(1.576019687e-15-0j)	1.576019687e-15
(6.24364148867e-17-0j)	6.24364148867e-17
(5.56631624565e-17-0j)	5.56631624565e-17
(3.20733234483e-18-0j)	3.20733234483e-18
(-7.67624000073e-19+0j)	-7.67624000073e-19
