1e-30	-4.04972863442e+179
1e-29	-9.01222227047e+171
1e-28	-3.70148132446e+165
1e-27	-6.26680942646e+157
1e-26	9.1009209577e+151
1e-25	-8.96511918881e+144
1e-24	1.09130291711e+138
1e-23	2.60100244939e+130
1e-22	-4.06704355799e+121
1e-21	-6.14501991168e+115
1e-20	2.74394174417e+109
1e-19	1.67051274105e+102
1e-18	-1.67525838694e+94
1e-17	7.62303273309e+87
1e-16	4.54321841332e+81
1e-15	1.72019125947e+74
1e-14	-6.78375708801e+67
1e-13	8.99587142453e+59
1e-12	-3.68719325079e+53
1e-11	4.37680000453e+46
1e-10	9.73659506912e+37
1e-09	-1.02758926781e+32
1e-08	-4.07067990823e+24
1e-07	-3.62961982468e+18
1e-06	-209144774656.0
1e-05	50056.0
